p1_lvl,p2_lvl,cell_area,maj_axis,min_axis,condition,replication
127.46138,281.28654,67.70589,8.00615,2.86642,e1,2
112.80638,306.02994,80.60543,9.07985,3.00873,e1,2
117.38172,382.72834,69.41195,9.40701,2.49378,e1,2
220.87512,340.56126,51.85408,7.71887,2.27578,e1,2
171.42829,238.32469,52.40724,6.50693,2.74544,e1,2
168.05667,235.23111,32.44990,5.20910,2.23801,e1,2
114.65856,294.27001,68.88488,8.23765,2.85307,e1,2
243.86867,344.93877,33.95713,6.28623,1.87162,e1,2
167.66760,364.98670,18.26035,4.75052,1.38740,e1,2
118.57186,343.44361,30.45989,5.94761,1.81144,e1,2
137.12171,346.63608,46.99750,7.43773,2.21505,e1,2
221.54756,350.26729,75.10442,9.41555,2.69808,e1,2
215.47864,329.38948,58.14432,8.02430,2.44071,e1,2
258.11702,349.43778,78.56395,9.53303,2.72278,e1,2
194.26420,358.23968,69.97036,9.15003,2.61111,e1,2
154.82920,269.19876,54.99332,7.10465,2.63298,e1,2
178.44587,248.31011,48.30522,6.40935,2.58885,e1,2
123.32166,326.85239,38.85188,6.55762,2.05296,e1,2
123.85330,221.27583,66.43050,7.07162,3.16098,e1,2
122.43887,459.53624,50.95265,8.88568,1.98497,e1,2
196.79622,413.02585,94.03204,11.36337,2.73753,e1,2
144.41029,229.75337,102.43048,8.95309,3.78404,e1,2
155.76195,254.57956,50.41858,6.59874,2.56615,e1,2
184.71398,334.97465,54.86271,7.86505,2.39240,e1,2
196.18568,370.67590,68.78203,9.22950,2.49140,e1,2
93.88971,326.20098,58.95787,8.00479,2.56223,e1,2
78.51114,365.54432,94.61089,10.76889,2.95080,e1,2
176.79213,343.84754,64.85888,8.64858,2.52649,e1,2
156.02289,370.56729,77.39459,9.72668,2.67087,e1,2
128.70814,300.36540,61.38216,7.90171,2.64314,e1,2
135.67813,233.70013,87.55164,8.34752,3.50047,e1,2
148.38660,236.30834,97.32103,8.83976,3.65161,e1,2
159.53884,223.37598,82.46040,7.90269,3.43032,e1,2
181.69741,290.79654,74.57938,8.59146,2.95508,e1,2
202.68915,225.55243,66.89422,7.21760,3.17308,e1,2
76.31858,242.86069,62.95728,7.24093,2.92763,e1,2
180.22918,316.75727,69.58242,8.59081,2.73508,e1,2
146.11448,411.20041,80.79692,10.52970,2.61291,e1,2
141.62719,226.28360,31.11855,4.96837,2.19495,e1,2
123.07752,175.95265,43.37916,5.16927,2.86482,e1,2
133.11202,407.76083,56.35928,8.75573,2.18311,e1,2
226.12740,333.15538,60.65120,8.21139,2.43156,e1,2
165.41462,272.34085,96.01820,9.45091,3.44497,e1,2
184.31293,312.18706,49.19389,7.18691,2.36506,e1,2
110.22815,236.37592,59.76277,6.92994,2.92383,e1,2
92.53516,307.99012,67.20694,8.38136,2.77169,e1,2
139.98301,196.22683,57.52390,6.25727,3.08435,e1,2
111.68809,391.99189,80.44926,10.23894,2.67996,e1,2
95.01345,435.74231,47.11236,8.31353,1.96079,e1,2
95.56712,319.11205,68.18608,8.56365,2.70298,e1,2
153.21099,384.52989,90.07249,10.71724,2.81163,e1,2
120.15409,336.14160,63.94167,8.50451,2.52609,e1,2
203.30251,301.27433,10.11508,3.29803,1.15744,e1,2
116.00014,194.59560,28.60953,4.49959,2.28534,e1,2
89.94822,264.83966,54.23378,6.97616,2.67638,e1,2
237.15441,176.96841,20.71981,3.62318,2.04082,e1,2
137.27577,271.19252,24.98082,4.79972,1.81772,e1,2
125.23447,351.38858,78.20121,9.55354,2.73591,e1,2
120.75914,294.16033,75.43915,8.67628,2.95115,e1,2
141.45285,229.30203,59.07478,6.77041,2.91650,e1,2
145.41410,308.52206,70.87012,8.59682,2.80712,e1,2
143.34146,244.73217,59.29866,7.05629,2.90299,e1,2
139.83628,253.56291,72.05518,7.87222,3.10623,e1,2
247.44297,408.10293,62.45802,9.24492,2.31539,e1,2
114.10611,191.84357,68.38521,6.71630,3.44890,e1,2
127.82317,334.40978,60.41933,8.24255,2.45459,e1,2
119.81989,246.47891,42.48300,6.00698,2.42849,e1,2
112.88593,325.51329,55.60071,7.76189,2.41905,e1,2
124.65045,226.31933,74.85847,7.60295,3.30287,e1,2
211.81527,245.07126,59.13120,6.97952,2.87744,e1,2
48.09222,290.96602,49.28162,6.94337,2.39760,e1,2
189.29560,87.48598,66.11647,4.67817,4.85406,e1,3
124.86845,360.21928,70.00652,9.20303,2.58363,e1,3
175.06919,316.62657,76.13954,9.00309,2.86963,e1,3
145.91115,312.52562,66.10529,8.33464,2.65582,e1,3
195.49403,302.44040,56.96159,7.68688,2.49925,e1,3
92.03873,305.37216,26.71109,5.25868,1.75080,e1,3
153.30925,348.51733,77.21224,9.46832,2.73674,e1,3
155.80214,170.57210,27.85608,4.15069,2.40089,e1,3
105.62508,348.63271,65.31045,8.69636,2.54213,e1,3
83.38335,199.99916,36.05008,4.97097,2.45196,e1,3
72.51292,376.60952,62.57979,8.95030,2.44428,e1,3
187.15195,374.32874,64.77716,8.92712,2.43717,e1,3
97.06373,233.94062,52.19802,6.49882,2.81002,e1,3
178.51228,225.31526,41.64621,5.69556,2.49625,e1,3
159.21939,225.07214,59.62763,6.75667,2.99322,e1,3
209.56254,294.88759,79.60196,8.95473,3.02580,e1,3
224.37096,204.70304,66.62453,6.89445,3.34441,e1,3
87.67068,340.66958,64.41617,8.58828,2.58047,e1,3
122.61144,279.46439,65.50904,7.85664,2.82555,e1,3
158.31812,330.30538,51.33075,7.57259,2.31146,e1,3
151.43387,420.35134,76.41318,10.35536,2.52778,e1,3
71.44956,248.09361,95.06866,8.90794,3.55681,e1,3
86.62712,339.85433,45.34521,7.17692,2.11395,e1,3
122.59797,284.12608,50.46977,6.98183,2.46907,e1,3
181.03007,318.93736,76.65676,8.99919,2.84781,e1,3
122.54284,366.20181,56.80751,8.34243,2.30121,e1,3
75.91617,285.68273,78.07186,8.69004,3.03316,e1,3
94.48806,172.04142,72.25083,6.57835,3.78372,e1,3
168.57500,207.55970,72.62100,7.12892,3.36537,e1,3
137.73994,169.63486,90.90935,7.34660,4.15419,e1,3
172.98718,360.11139,83.49661,9.99383,2.75012,e1,3
148.09676,269.90634,49.78152,6.78873,2.50889,e1,3
65.84778,346.85504,63.27830,8.60224,2.49066,e1,3
118.88798,256.19159,78.43850,8.20826,3.24638,e1,3
143.27329,294.13321,36.68042,6.05216,2.10937,e1,3
117.56058,305.72755,71.44809,8.56014,2.83162,e1,3
136.32785,372.84732,83.48349,10.19084,2.75133,e1,3
215.46482,451.69301,72.49530,10.38712,2.39275,e1,3
43.05147,276.79734,50.47043,6.89122,2.50805,e1,3
184.91006,290.17728,44.98055,6.65607,2.32446,e1,3
157.33786,336.36781,65.94289,8.61644,2.61531,e1,3
90.67544,366.08537,42.63399,7.23718,2.04687,e1,3
128.59843,317.29782,64.85735,8.29094,2.64391,e1,3
180.86689,321.18597,87.83335,9.67420,3.03978,e1,3
231.46857,179.76714,59.32213,6.09858,3.36814,e1,3
152.76170,379.15142,41.89268,7.32692,1.95903,e1,3
242.09180,315.69600,77.72995,9.05218,2.90834,e1,3
153.11552,190.65621,69.30412,6.74029,3.50396,e1,3
143.89844,261.74609,79.41852,8.33614,3.18205,e1,3
104.32368,324.25661,79.49210,9.26448,2.91984,e1,3
170.52406,308.68764,72.42125,8.71728,2.85822,e1,3
195.59183,359.16919,63.92738,8.75708,2.50334,e1,3
143.64082,232.70279,52.48415,6.51411,2.77675,e1,3
157.40673,237.42394,42.34617,5.90603,2.46075,e1,3
220.38259,302.19416,65.68333,8.19660,2.73388,e1,3
147.12073,356.06139,94.12368,10.57302,2.97687,e1,3
161.66370,439.53143,73.02090,10.34122,2.40532,e1,3
24.46168,277.04420,80.55387,8.67914,3.04715,e1,3
132.91690,249.38787,70.38129,7.68820,3.07760,e1,3
135.88621,185.25554,82.76559,7.28274,3.83466,e1,3
162.32627,245.03998,77.81671,8.02722,3.29360,e1,3
99.61678,336.95478,45.47714,7.19732,2.21880,e1,3
98.27811,330.53579,69.51651,8.78220,2.69394,e1,3
106.25830,394.58813,29.07740,6.22568,1.57739,e1,3
186.33557,250.81576,64.93396,7.44609,2.91424,e1,3
153.64576,313.02509,29.83299,5.65228,1.85526,e1,3
182.11704,308.62908,66.95600,8.35318,2.75268,e1,3
118.44543,168.38479,44.44645,5.11924,2.99632,e1,3
107.82115,273.59955,56.91025,7.22581,2.64260,e1,3
191.97033,278.41144,70.94838,8.17664,2.90479,e1,3
84.97985,290.63076,82.41104,8.97705,3.06357,e1,3
87.98157,306.72158,11.74857,3.52835,1.21827,e1,3
142.09198,207.07748,67.61180,6.90544,3.27314,e1,3
151.84408,237.27415,49.71677,6.35354,2.64559,e1,3
141.74255,257.84841,65.59301,7.58496,2.91202,e1,3
214.09238,294.88498,81.04325,8.96037,3.04585,e1,3
156.86751,235.53910,47.89575,6.21174,2.60467,e1,3
178.64989,192.05636,42.07203,5.30839,2.70954,e1,3
91.25026,323.01376,36.84432,6.33176,2.03962,e1,3
169.43937,266.89498,42.44177,6.21136,2.36081,e1,3
88.27547,345.67433,69.54239,8.95236,2.68714,e1,3
137.45709,287.38405,69.35968,8.20064,2.87262,e1,3
86.82185,306.93701,61.94526,8.00717,2.63378,e1,3
166.39304,255.95770,38.44621,5.80525,2.25090,e1,3
140.29914,252.02382,66.89579,7.56618,2.96936,e1,3
201.65491,200.32124,68.73660,6.89566,3.36178,e1,3
250.45337,370.88516,61.44542,8.76236,2.40398,e1,3
153.15384,205.20632,49.16051,5.91956,2.82993,e1,3
104.59373,358.65592,53.06716,7.94283,2.26293,e1,3
132.74911,221.49543,62.76984,6.88152,3.05412,e1,3
229.66333,228.77718,45.77288,5.94339,2.61553,e1,3
119.48351,201.25911,64.41677,6.65029,3.31180,e1,3
178.56419,228.77908,88.30318,8.21949,3.57412,e1,3
101.26894,217.86081,70.81455,7.20842,3.29098,e1,3
98.03516,194.40721,57.73269,6.20100,3.15268,e1,3
221.56293,306.52738,56.22785,7.62795,2.51203,e1,3
121.97361,357.92933,94.76075,10.65052,3.02617,e1,3
142.85866,264.67840,54.42098,6.96536,2.71640,e1,3
128.55483,244.93418,38.75180,5.69652,2.34414,e1,3
169.71165,186.33448,55.18219,5.90925,3.09193,e1,3
193.72784,272.98682,65.10155,7.72579,2.81125,e1,3
218.87636,267.75420,43.08318,6.25960,2.34513,e1,3
94.43648,254.22534,40.35854,5.98992,2.32825,e1,3
229.62126,328.20680,77.96515,9.28382,2.82739,e1,3
36.91099,241.24967,34.81014,5.37875,2.25714,e1,3
79.76134,298.87293,76.40745,8.79316,2.95300,e1,3
150.18140,249.14881,66.01524,7.42676,2.96156,e1,3
160.88872,377.18127,76.11568,9.73983,2.60583,e1,3
177.64329,251.48983,96.27444,9.01214,3.58514,e1,3
197.27705,252.06307,61.27024,7.21603,2.90876,e1,3
108.71287,368.98835,94.40430,10.79993,2.93877,e1,3
316.29090,186.53123,79.90772,7.14908,3.75053,e1,3
127.04960,272.50650,33.53551,5.59181,2.05371,e1,3
114.05376,266.65807,79.46155,8.43898,3.14307,e1,3
145.01947,360.14623,97.20619,10.84301,3.01642,e1,3
226.29597,307.92859,56.00931,7.60476,2.52931,e1,3
134.91245,332.85295,38.89465,6.60327,2.00680,e1,3
150.30531,248.80785,50.35316,6.55578,2.63275,e1,3
129.31952,288.67536,57.42855,7.50634,2.64613,e1,3
173.09737,328.04978,45.82833,7.07635,2.20432,e1,3
85.97867,312.50337,47.94709,7.12425,2.36296,e1,3
195.87007,396.29408,70.82809,9.67105,2.48851,e1,3
225.96561,300.47956,62.34777,7.90533,2.62520,e1,3
172.97135,192.33598,103.70500,8.27062,4.23873,e1,3
226.93797,217.90514,75.83331,7.58696,3.43926,e1,3
149.86746,376.73128,43.78323,7.45233,2.09275,e1,3
221.26310,393.54627,31.48200,6.41525,1.67699,e1,3
87.39636,272.06774,34.39995,5.67332,2.16385,e1,3
151.30694,380.67108,54.91270,8.37621,2.19755,e1,3
63.43591,401.04947,46.98196,8.00392,2.08285,e1,3
132.92741,438.45272,98.55500,11.94725,2.76339,e1,3
180.05160,345.69284,4.22654,2.25100,0.76144,e1,3
122.66892,280.08895,52.53396,7.04552,2.51405,e1,3
224.85809,374.43398,84.58125,10.26265,2.75651,e1,3
185.77945,331.64203,58.33581,8.07902,2.46240,e1,3
133.93065,251.64209,32.20680,5.29693,2.09616,e1,3
96.51273,283.50588,44.58048,6.53573,2.33688,e1,3
124.62764,342.35358,61.03689,8.36458,2.48691,e1,3
87.34925,387.50465,34.37902,6.74469,1.76420,e1,3
248.46769,325.17530,69.78106,8.70285,2.73063,e1,3
73.28281,202.54909,29.34688,4.49604,2.19492,e1,3
183.75040,264.74272,68.77236,7.83556,2.88564,e1,3
96.03284,265.72761,67.83455,7.83051,2.95210,e1,3
79.39224,324.67637,57.04203,7.90191,2.43253,e1,3
95.80790,326.24694,30.85806,5.83870,1.83064,e1,3
110.59302,196.44389,92.76714,7.93583,3.96287,e1,3
113.80139,236.64479,60.77064,7.03413,2.94686,e1,3
193.60758,265.43652,70.14687,7.96541,2.95010,e1,3
175.52374,396.25176,73.08194,9.75612,2.54807,e1,3
112.71703,314.73227,57.32895,7.81276,2.52406,e1,3
93.68134,315.94600,44.26614,6.91264,2.16896,e1,3
156.45825,206.33515,60.12595,6.57266,3.12083,e1,3
59.19446,276.67054,66.27138,7.91747,2.88909,e1,3
100.23204,365.31122,99.91040,11.03023,3.03886,e1,3
203.93409,310.87197,70.11757,8.56140,2.74767,e1,3
181.84371,443.59871,67.08994,9.97284,2.27453,e1,3
204.50627,268.69575,40.61590,6.08761,2.30364,e1,3
273.42878,303.03071,45.04107,6.73639,2.24283,e1,3
197.79356,239.79580,90.75623,8.64622,3.50671,e1,3
138.41606,267.81652,29.06977,5.11324,1.94412,e1,3
232.71746,378.69769,17.67599,4.78864,1.33185,e1,3
106.44280,390.83540,21.68222,5.40838,1.44060,e1,3
166.56081,305.13201,76.39421,8.83175,2.84166,e1,3
174.72337,402.36871,50.57682,8.21466,2.07147,e1,3
144.15864,263.40075,45.40125,6.37233,2.44091,e1,3
169.88785,334.10294,62.26289,8.33583,2.52616,e1,3
77.74455,331.19567,64.56021,8.51507,2.62581,e1,3
163.14539,347.82607,47.02779,7.45679,2.19722,e1,3
223.57094,207.39644,74.81791,7.31614,3.44764,e1,3
179.37009,219.83609,47.56153,5.98498,2.67473,e1,3
193.50146,262.62365,52.51911,6.84271,2.59457,e1,3
274.91741,312.03949,65.10188,8.20737,2.67920,e1,3
280.53810,211.69167,81.24701,7.67577,3.55398,e1,3
109.79826,227.05792,22.85801,4.27224,1.90894,e1,3
246.68780,271.03911,79.30527,8.54242,3.13643,e1,3
205.60066,185.22341,56.95707,6.07526,3.23176,e1,3
83.57672,348.35764,38.40931,6.73574,1.99050,e1,3
163.40117,327.69650,44.23204,6.99082,2.15572,e1,3
136.25969,380.63000,61.15345,8.82405,2.32176,e1,3
239.52155,355.78660,77.28498,9.55431,2.72497,e1,3
171.60864,321.47590,59.11045,8.02220,2.52875,e1,3
138.81388,285.83594,79.07298,8.68302,3.00365,e1,3
224.13700,316.87143,67.89866,8.50571,2.68877,e1,3
76.93125,299.63615,75.16349,8.70193,2.88812,e1,3
186.63361,352.06401,54.62633,8.04316,2.32492,e1,3
158.82019,373.11051,69.98580,9.34674,2.55984,e1,3
140.10555,258.22051,73.83819,8.01777,3.10249,e1,3
183.67945,339.48893,22.53932,5.11967,1.58164,e1,3
153.03306,323.03228,72.99655,8.87995,2.80339,e1,3
160.46277,250.36697,83.99039,8.48481,3.29002,e1,3
33.06385,326.47599,82.71275,9.52001,2.94821,e1,3
234.65849,292.70248,63.93858,7.92420,2.71594,e1,3
180.22304,386.46798,20.70033,5.20174,1.41883,e1,3
182.33527,312.13978,44.09393,6.85981,2.25417,e1,3
195.76224,339.85641,61.38986,8.37581,2.45682,e1,3
274.60167,305.19323,69.81926,8.44280,2.82355,e1,3
173.43597,309.11068,25.75855,5.27486,1.72378,e1,3
370.15928,124.86893,42.83643,4.37649,3.39027,e2,1
408.01599,112.07830,87.44301,5.90563,4.95091,e2,1
296.07782,205.31434,24.96287,4.24825,2.04381,e2,1
299.33533,184.68727,44.06690,5.30848,2.79045,e2,1
337.98545,147.23580,44.58270,4.84206,3.21070,e2,1
322.14459,96.70735,54.43469,4.41097,4.24683,e2,1
311.53282,156.33214,45.69618,4.95131,3.09287,e2,1
318.31575,176.61756,64.06908,6.28975,3.41525,e2,1
286.05502,100.80439,57.19228,4.57049,4.29631,e2,1
247.52282,151.24137,61.16294,5.70405,3.59848,e2,1
378.53084,311.19243,54.34053,7.53264,2.44353,e2,1
216.80473,190.69328,86.05940,7.53327,3.85456,e2,1
289.53746,99.33133,24.89809,3.02108,2.84737,e2,1
280.51029,122.81811,47.88781,4.60541,3.52858,e2,1
231.86829,54.29411,68.59520,3.78536,6.07094,e2,1
219.31364,113.16053,73.46405,5.46261,4.57859,e2,1
228.19904,171.85820,77.24721,6.78079,3.88183,e2,1
338.88144,135.53975,69.96486,5.75060,4.09674,e2,1
361.64577,-4.61087,62.97268,1.00674,24.10989,e2,1
301.04315,87.53958,91.06309,5.38475,5.66761,e2,1
275.26593,131.43927,59.00852,5.26836,3.85221,e2,1
342.34732,27.67509,43.76725,2.39761,6.18914,e2,1
416.38767,131.72646,35.85677,4.09072,2.97240,e2,1
340.34693,284.82113,76.86049,8.63975,3.02684,e2,1
349.90777,-0.11035,59.63320,1.47284,15.17116,e2,1
290.63064,117.45738,31.85408,3.70250,2.99587,e2,1
256.85823,251.01898,84.35827,8.48945,3.33736,e2,1
317.80988,151.85103,89.47365,6.85781,4.38853,e2,1
257.21222,180.36240,77.05774,6.90962,3.72310,e2,1
267.67906,146.63680,34.13201,4.21751,2.75061,e2,1
295.91707,105.75274,93.26701,5.98662,5.27758,e2,1
346.56506,67.94203,2.90146,0.93716,1.32928,e2,1
284.31214,83.63620,69.77678,4.63798,5.09892,e2,1
324.41617,194.87174,84.99648,7.50835,3.79401,e2,1
293.61151,202.60204,20.12585,3.80182,1.90533,e2,1
339.41588,194.59280,39.25735,5.17732,2.62093,e2,1
285.96980,174.71732,43.56666,5.13299,2.86645,e2,1
375.95505,178.04139,73.95623,6.78016,3.72146,e2,1
281.51538,113.19861,58.61753,4.88402,4.05690,e2,1
236.80786,195.83860,68.34261,6.80503,3.38928,e2,1
434.99005,172.10334,80.86264,6.99113,3.88445,e2,1
280.76548,170.72513,69.49728,6.35492,3.59957,e2,1
343.92799,99.32854,89.03589,5.66786,5.31100,e2,1
344.87907,243.02879,80.65722,8.17343,3.30170,e2,1
383.77960,56.54104,25.79815,2.41957,3.72337,e2,1
305.31440,100.90622,87.56165,5.70479,5.14769,e2,1
303.71754,118.88520,64.56910,5.25280,4.23082,e2,1
266.68849,174.22869,55.81565,5.84589,3.28741,e2,1
229.47031,97.42455,66.35536,4.83316,4.61060,e2,1
302.69888,136.23242,16.18751,2.79627,2.04983,e2,1
463.81220,207.91133,40.08767,5.38048,2.57592,e2,1
363.73889,121.36414,64.84669,5.30186,4.15209,e2,1
385.89018,37.12562,88.64464,3.73360,8.04851,e2,1
277.19841,22.61950,42.93142,2.27031,6.64170,e2,1
258.59785,138.73384,24.64836,3.56121,2.46023,e2,1
271.39870,103.58027,48.61129,4.30307,3.83776,e2,1
203.37900,105.99676,59.84313,4.85164,4.27309,e2,1
289.01218,43.80195,75.06543,3.67211,6.94257,e2,1
315.64493,90.89359,83.51691,5.30568,5.38278,e2,1
261.14743,192.57051,23.19008,4.01174,2.05672,e2,1
299.14440,167.87664,77.77423,6.70890,3.94823,e2,1
298.72292,150.99838,74.62663,6.33412,4.07115,e2,1
264.68975,276.14128,24.80002,4.85480,1.78038,e2,1
237.47852,-12.25541,45.30548,0.67257,28.19004,e2,1
224.07432,244.02755,58.45636,6.99606,2.86666,e2,1
356.91459,84.87537,50.45297,3.99340,4.34374,e2,1
207.97309,-36.43171,65.75646,2.40384,9.49582,e2,1
316.18148,189.36867,83.02434,7.37217,3.81318,e2,1
327.77604,89.64554,50.99915,4.11689,4.25146,e2,1
375.34124,82.41834,52.74185,4.02516,4.40302,e2,1
364.70563,322.62384,59.69823,7.98993,2.51482,e2,1
299.70534,273.60905,43.97077,6.34492,2.35505,e2,1
306.02575,66.89298,66.65662,4.11725,5.49357,e2,1
266.17446,97.69689,70.94828,5.01860,4.77274,e2,1
260.67084,148.24802,30.41923,4.00653,2.62497,e2,1
314.63226,163.13758,106.60663,7.72169,4.61853,e2,1
348.38398,170.99460,96.42235,7.54073,4.23597,e2,1
276.13678,101.66803,7.06941,1.68806,1.65932,e2,1
339.62313,70.03033,53.43274,3.84042,4.87474,e2,1
348.90958,225.55311,17.36749,3.73855,1.69442,e2,1
191.39688,180.43827,60.31599,6.18074,3.37487,e2,1
245.51521,201.79089,76.77003,7.25479,3.52182,e2,1
308.87106,121.54967,59.09557,5.10486,3.94077,e2,1
255.01464,100.84281,58.22114,4.63025,4.28865,e2,1
215.99420,141.58696,26.27301,3.62581,2.50177,e2,1
282.10496,199.61722,50.68563,5.89311,2.95886,e2,1
292.75247,111.19429,67.47025,5.24786,4.41903,e2,1
207.87001,145.66892,86.35883,6.60163,4.34068,e2,1
274.41533,169.78898,5.75466,1.88991,1.15166,e2,1
368.41284,229.82881,53.58506,6.49346,2.79546,e2,1
378.61575,99.53938,56.73696,4.57096,4.29501,e2,1
293.91024,223.65015,36.66854,5.31590,2.41699,e2,1
350.29457,95.99475,76.01432,5.18826,5.00272,e2,1
210.23750,232.31936,71.52808,7.51532,3.17878,e2,1
319.12312,167.51901,32.49159,4.38739,2.59114,e2,1
341.65177,107.50776,81.45853,5.59962,4.94483,e2,1
260.29434,173.23413,86.77412,7.19407,4.08305,e2,1
293.00004,187.64097,36.11245,4.88152,2.56140,e2,1
322.97254,44.97307,49.61027,3.02067,5.63759,e2,1
266.45917,115.92494,68.79063,5.30182,4.23091,e2,1
320.68010,129.42961,111.23954,7.10974,5.20890,e2,1
371.20564,121.61646,46.42574,4.51706,3.47680,e2,1
263.99024,148.58060,68.75949,6.03675,3.85279,e2,1
197.20545,182.28784,42.08799,5.17933,2.82565,e2,1
290.96430,277.11304,22.40242,4.60450,1.73947,e2,1
320.37458,167.76586,46.28124,5.19561,2.99324,e2,1
311.69669,28.37733,47.75735,2.55728,6.70163,e2,1
336.20352,11.36707,47.43250,1.91021,9.24708,e2,1
329.98495,168.24028,79.54078,6.77991,3.95866,e2,1
318.72874,272.20013,83.74721,8.71174,3.17898,e2,1
324.21148,138.33886,56.49308,5.26272,3.62888,e2,1
331.48109,208.00474,81.88618,7.60504,3.58986,e2,1
364.81303,268.72424,88.54097,8.91527,3.29881,e2,1
242.72046,216.47400,76.58975,7.50685,3.43559,e2,1
418.77278,184.23907,39.25972,5.03738,2.66175,e2,1
349.26122,307.72807,79.62175,9.03626,2.98884,e2,1
256.86984,177.25925,74.53361,6.78470,3.69391,e2,1
306.73590,201.67277,73.92380,7.13663,3.46148,e2,1
296.09344,42.05318,61.54952,3.26970,6.38998,e2,1
278.23136,190.53328,63.01425,6.42895,3.29945,e2,1
269.63911,229.74857,53.43395,6.45342,2.81984,e2,1
319.98419,180.20357,70.74957,6.61002,3.58851,e2,1
281.93329,199.30190,63.29187,6.55096,3.24905,e2,1
282.60541,41.54679,38.41731,2.61122,5.14158,e2,1
321.33999,50.52285,46.54334,3.08119,5.35641,e2,1
291.71577,250.34898,68.34991,7.60242,3.03153,e2,1
440.51850,135.09351,72.94583,5.86436,4.13946,e2,1
267.20118,149.06598,68.45751,5.97244,3.87778,e2,1
285.86341,135.72919,43.17665,4.57720,3.26364,e2,1
253.32056,117.81615,51.11557,4.67796,3.79321,e2,1
293.00709,165.95967,58.69632,5.84618,3.39147,e2,1
335.23612,210.15427,40.04122,5.42042,2.55609,e2,1
302.91527,184.31922,61.97870,6.30748,3.34393,e2,1
279.66042,137.50644,71.55935,5.84923,4.08547,e2,1
374.64902,302.20828,36.32329,6.12897,2.02834,e2,1
292.08803,158.97644,60.71218,5.85256,3.50771,e2,1
401.23554,150.44877,54.11808,5.33116,3.39053,e2,1
407.26184,119.68995,52.18997,4.70792,3.73374,e2,1
271.68421,107.18096,43.66088,4.17576,3.64438,e2,1
222.60027,144.48792,41.54392,4.63706,3.10403,e2,1
232.83301,135.72055,65.26048,5.60226,3.93965,e2,1
238.58900,127.75836,38.51928,4.21055,3.11826,e2,1
358.18081,128.24248,82.93728,6.15527,4.49224,e2,1
396.04247,189.96311,34.54724,4.81890,2.50089,e2,1
398.51823,171.52107,92.39652,7.35905,4.18385,e2,1
316.18367,71.36745,109.48645,5.39796,6.68916,e2,1
294.12573,52.37886,95.86066,4.42187,7.19577,e2,1
284.89461,100.67961,72.01833,5.10036,4.67800,e2,1
237.49561,193.84821,62.25946,6.51024,3.24575,e2,1
400.97691,169.48574,42.17762,5.00884,2.91551,e2,1
269.35985,137.72394,71.31064,5.89310,4.10993,e2,1
299.87131,210.21298,93.46806,8.19616,3.79970,e2,1
256.84606,133.87537,55.87844,5.13004,3.70912,e2,1
286.01435,100.45717,41.19364,3.90040,3.69246,e2,1
214.00103,106.28032,118.60439,6.73834,5.90758,e2,1
249.75018,187.07155,53.20186,5.84341,3.07941,e2,1
315.85742,93.48371,66.45651,4.71370,4.67310,e2,1
308.24190,53.27263,49.91584,3.26478,5.25571,e2,1
245.48994,235.86088,80.83773,8.06316,3.40147,e2,1
313.10470,193.43732,87.87683,7.60983,3.88572,e2,1
287.41832,160.69445,66.14259,6.09584,3.68701,e2,1
286.14740,151.28534,70.20245,6.15330,3.85570,e2,1
273.78841,135.76893,21.36010,3.22778,2.29829,e2,1
285.38753,62.41081,43.96637,3.20512,4.75634,e2,1
264.64177,141.36052,85.88795,6.57401,4.45315,e2,1
274.52803,122.53691,57.08539,5.00636,3.88592,e2,1
272.19111,-5.19636,39.77143,0.96652,18.55153,e2,1
397.12582,202.35356,47.67742,5.80850,2.83164,e2,1
360.25987,113.12716,70.80373,5.37126,4.53321,e2,1
182.45680,131.91231,85.81961,6.33101,4.57658,e2,1
364.27103,238.86637,59.48822,6.96045,2.94501,e2,1
241.18304,187.01855,68.59832,6.69409,3.48510,e2,1
296.38273,157.84688,62.52828,5.91905,3.61239,e2,1
255.72028,167.29547,79.29273,6.75796,3.90197,e2,1
332.65321,149.27334,101.91731,7.33736,4.67755,e2,1
360.98359,164.50499,28.87448,4.09572,2.47715,e2,1
297.76552,103.70823,29.02335,3.34538,3.01982,e2,1
221.04126,96.31432,74.45054,5.05307,4.92312,e2,1
336.02251,34.30606,36.70375,2.38430,5.36816,e2,1
368.91640,145.70030,37.34349,4.33066,2.88258,e2,1
289.42289,48.29372,71.03887,3.78467,6.58359,e2,1
226.28389,187.01667,107.64922,8.25840,4.29636,e2,1
312.60915,159.15978,45.37347,5.05952,3.08226,e2,1
233.82245,122.22589,41.20605,4.27111,3.34049,e2,1
288.73243,131.97716,37.50432,4.24818,3.06021,e2,1
278.61891,-5.24319,20.52507,0.64081,16.67591,e2,1
393.19339,117.19549,84.42785,5.93589,4.74171,e2,1
340.18296,-4.84787,60.17056,1.21528,20.10775,e2,1
317.37030,174.18345,5.01054,1.83441,1.09277,e2,1
317.39940,141.79046,64.25787,5.69439,3.82730,e2,1
331.52470,42.04992,37.19368,2.59388,5.13250,e2,1
291.68248,243.86060,76.50577,7.99242,3.26203,e2,1
358.22366,113.93874,65.48661,5.20594,4.25383,e2,1
353.40720,172.75799,39.79852,4.84149,2.75210,e2,1
301.36262,107.79365,47.59200,4.27496,3.73510,e2,1
363.11464,147.81807,57.55444,5.45556,3.54224,e2,1
283.28049,38.91981,85.86848,3.67844,7.63825,e2,1
